1000 2510
0 148
706 308 8479
598 928 5952
236 374 2792
151 654 3146
496 890 6951
141 562 6675
673 723 2101
854 588 8517
430 329 2409
985 137 -1892
103 496 7638
145 130 2794
108 995 2654
329 788 -4478
13 903 9200
439 624 2189
442 696 8119
608 451 5733
519 640 5766
341 477 9546
817 788 269
565 194 4892
764 606 3061
496 522 6580
110 294 -6760
177 252 8889
136 162 7576
560 352 2973
289 336 411
875 19 1979
427 387 5023
939 930 4545
14 847 9539
998 609 1120
633 462 8705
562 522 6032
796 686 1636
656 682 -2871
43 989 2134
213 69 4776
321 534 2759
850 374 7125
210 821 9711
730 193 5578
305 588 5905
543 384 1231
360 153 161
770 825 3766
416 940 3300
607 501 1991
73 887 -3858
129 947 -6810
886 40 3738
200 289 8322
938 787 9002
25 857 1205
106 179 1902
963 714 8938
999 479 4768
263 163 -2195
625 680 8258
578 789 6899
239 573 2255
453 267 3655
556 656 -3469
330 938 4077
9 261 5529
241 584 -6041
911 986 -4633
534 406 7054
143 977 9124
461 327 7003
692 356 5774
822 888 794
341 81 4104
948 683 8849
176 477 -6593
706 982 8824
492 117 6760
497 310 8589
870 55 2321
729 875 7507
486 714 -1810
574 594 9245
550 950 8981
287 105 7573
922 333 7957
189 688 4154
679 48 8726
416 847 1286
235 445 5818
872 145 7
483 771 9449
312 493 7201
650 36 7242
749 928 2085
188 355 6025
548 620 5130
219 614 9256
740 762 7514
888 952 1726
950 620 5611
3 649 3637
530 802 6814
367 325 246
672 902 338
676 332 6580
135 936 6467
319 460 8687
117 261 9277
537 977 7688
993 436 4321
97 553 66
259 788 551
99 159 1520
727 706 7270
690 299 8104
461 501 7229
765 552 -2396
376 234 1763
976 337 692
667 871 7072
626 620 4156
129 794 7224
262 279 3041
61 914 9425
752 264 7085
515 222 8955
421 160 5970
175 43 4447
601 95 5405
672 775 360
200 316 5203
283 236 5338
940 413 2709
733 404 6757
704 59 21
621 239 5922
804 527 9565
985 379 -3035
572 491 7666
677 194 7740
608 202 1389
688 246 7242
370 686 14
864 336 8180
68 697 -4274
250 521 1872
509 433 6158
254 539 2356
832 12 5673
886 385 -1347
485 444 9424
923 388 2941
443 369 8937
995 205 1390
182 575 1790
388 67 2039
457 805 2202
386 148 3622
420 403 5428
299 782 329
4 61 6629
670 502 6140
476 208 5692
155 101 5558
603 755 9059
17 328 7001
211 75 -2330
214 833 3252
18 619 7953
693 592 7251
118 295 2988
599 601 7660
754 150 2958
655 36 6577
671 13 9871
689 213 4212
368 891 9854
496 977 3438
315 481 7459
801 451 -4416
516 618 2951
91 173 3944
961 332 7084
764 111 8040
63 726 1970
286 8 8886
585 147 -4494
274 871 7481
290 104 7398
156 416 8221
780 721 6582
645 876 5356
462 285 906
765 359 9905
691 912 3462
490 762 821
750 84 -3748
76 24 9433
301 23 9082
912 901 -2026
201 657 -5303
555 491 5430
628 233 7046
807 513 -1393
597 100 1005
158 579 685
900 498 8682
477 740 3933
674 462 -6763
589 381 3638
852 992 2701
112 759 5974
411 714 9550
291 786 7120
123 775 420
69 371 9895
438 277 2200
759 175 8936
48 884 9612
702 352 9426
608 691 6555
734 117 393
73 358 5193
243 845 5315
795 89 673
51 112 3206
690 278 5756
730 547 6963
808 968 2054
881 824 2838
181 823 2161
666 308 7119
107 212 5494
579 726 4869
474 887 1325
741 899 2873
681 691 6332
82 623 -5887
926 2 -2992
520 796 -2815
787 389 2456
242 747 4423
413 25 5235
265 411 3468
794 546 1138
352 61 3728
961 812 7167
449 358 -863
669 332 8178
606 905 4216
31 611 1974
743 244 1487
899 629 8425
530 171 4293
213 665 2427
347 604 3035
825 433 2771
512 204 6479
785 146 522
906 346 7604
937 51 7340
51 658 9094
256 601 -6454
422 341 9769
151 409 2305
526 918 -3693
107 383 7441
881 847 5108
965 18 3482
248 705 -4041
898 818 2665
759 6 1059
911 501 3393
395 714 3657
767 774 7279
648 620 599
472 828 -5626
888 910 4620
965 698 6956
792 550 9626
694 89 5384
763 966 6737
904 551 7924
285 404 7448
284 620 5844
381 507 8745
438 33 7919
223 379 8511
475 860 9481
528 93 2103
893 979 3353
301 333 375
833 153 1866
479 612 4382
772 812 9897
471 610 9288
897 37 7019
0 644 3744
126 423 149
475 483 7076
195 704 7707
436 16 5557
206 12 2336
274 547 1076
159 976 4187
559 4 3866
354 918 7657
906 8 340
362 113 7132
481 171 1578
74 444 4831
679 929 6192
966 199 2173
421 374 7166
996 485 8099
199 562 3122
746 462 2878
505 497 7982
338 393 1520
605 678 9861
862 630 4360
626 867 1839
390 987 5348
69 939 3066
176 409 1089
614 168 5203
473 69 7376
226 599 43
542 364 -6479
535 79 -4602
550 172 6645
262 966 8863
968 52 9600
859 650 5558
287 117 4711
229 195 8919
502 575 7442
849 177 3234
300 774 1675
105 434 343
672 287 7121
112 493 8441
288 220 5898
809 682 -4897
346 461 1551
556 79 6700
916 329 940
369 227 4870
425 117 2644
349 222 6327
711 604 740
705 549 -1249
186 749 9372
884 539 2133
988 77 6335
686 233 5505
778 196 -4650
736 743 810
719 763 2575
340 150 7540
830 423 4888
988 325 4832
962 700 7909
742 209 1319
26 274 4112
144 122 -297
918 72 6133
763 495 1245
164 597 2550
878 142 9023
402 910 4452
860 767 343
301 13 4068
696 562 3360
901 649 5599
840 123 8359
167 588 8025
756 627 1138
666 324 2644
333 95 73
874 387 -5297
636 64 7228
784 152 8199
125 493 8188
108 52 5104
652 619 9371
713 54 5577
444 691 7258
613 844 2544
811 576 322
290 577 8403
415 717 3136
601 894 -2509
517 107 7484
38 221 7705
567 438 5670
232 963 4788
386 354 8020
332 235 9310
431 344 4783
872 502 5265
577 550 8940
375 667 4694
89 740 4484
74 584 753
639 985 2970
282 880 8506
674 948 5066
784 101 2852
985 697 8285
793 118 7507
409 829 2519
213 969 2879
811 157 -3495
198 462 8005
189 621 5114
825 396 1121
660 917 7694
119 996 3021
644 85 864
398 277 1912
303 619 4222
449 608 579
465 175 3711
257 393 3283
762 686 6151
873 253 3348
552 805 4669
428 100 9105
489 282 8614
568 709 1463
845 122 8472
414 79 601
720 638 7902
361 689 3253
327 632 6558
246 767 4026
567 700 3899
677 420 7529
255 265 9225
831 222 1008
722 23 8249
624 266 4831
44 163 515
748 562 8601
175 172 4314
597 803 2706
947 145 8943
639 605 7684
821 246 2588
120 645 4594
436 178 7787
592 571 887
156 572 5322
903 995 7415
528 6 8033
519 902 7214
996 584 2231
442 472 6194
378 302 5638
306 570 2903
603 563 3800
531 557 6189
819 836 6991
87 888 3675
190 430 8056
540 342 4272
302 810 2547
426 492 3285
839 721 2261
866 15 8772
227 789 7530
494 205 6940
22 464 1945
589 816 1029
435 574 1330
869 10 -723
531 102 5478
673 745 8272
757 332 5331
234 585 3231
71 14 7281
423 0 6796
65 786 2250
257 977 5129
175 310 9666
495 936 6432
406 758 -6764
659 418 2059
626 772 6117
350 688 1959
153 431 3676
14 157 1588
464 474 6318
111 808 4858
4 127 4451
181 697 2772
55 379 5640
