1000 2529
0 391
502 763 8889
98 867 239
637 59 3173
331 918 5464
431 380 3413
47 933 3804
169 185 34
887 38 1389
385 220 1499
197 694 5746
583 295 7715
59 537 6497
803 959 246
471 312 9392
675 414 907
836 677 2323
394 62 9960
939 576 9574
473 776 2055
466 266 3807
861 587 6153
645 601 6335
627 606 2607
954 126 8951
914 804 3315
801 358 5484
572 378 1244
332 643 8452
600 937 3580
209 242 8969
704 919 6987
871 673 1711
580 641 2743
48 617 7242
465 341 4681
766 752 6625
823 708 8363
217 160 5449
853 482 1841
779 651 8476
206 703 165
740 410 -7011
29 147 9155
905 856 1378
168 374 4773
117 930 4638
564 697 5508
507 359 5048
839 287 5841
976 770 1052
635 713 8893
155 893 8332
769 6 8329
825 116 4413
134 218 -5267
825 980 7859
153 91 2077
460 930 9719
860 368 1216
526 973 90
622 497 4764
3 458 7904
113 409 -4100
365 653 1417
775 472 5346
930 841 864
960 729 2240
939 625 7229
651 463 9479
275 294 7771
676 328 7913
576 443 2769
393 389 9946
606 102 5848
619 981 7887
709 471 6321
659 703 5706
792 781 4705
294 432 7735
647 581 2716
191 578 3661
714 799 9342
47 474 2083
470 393 5244
184 158 2723
882 928 1844
678 945 4170
360 241 6021
877 635 5921
249 609 653
980 385 5074
964 329 4139
844 14 3045
175 607 9984
930 887 1198
661 134 5340
174 264 2244
489 422 5935
246 324 9009
466 270 3822
846 368 9634
60 749 5657
442 703 5868
67 599 3653
498 986 2940
463 968 9058
480 250 7455
289 106 4514
880 271 6874
911 737 3494
877 83 2407
771 255 6955
353 475 -8962
891 900 8756
941 11 35
563 598 8247
428 442 -5298
736 619 153
694 348 5867
828 242 9847
322 996 917
722 114 3095
545 853 7399
387 840 7053
14 132 2885
642 301 3698
638 365 1653
107 790 3598
977 815 4142
352 983 2614
435 491 8601
385 16 4831
646 243 5668
719 751 6595
934 197 8396
406 472 531
131 248 1726
529 743 8483
30 439 7103
551 885 211
403 442 2
104 835 6957
819 678 -2237
765 181 2712
785 82 8534
933 418 5855
161 75 7375
391 574 1510
722 512 -9072
684 722 9815
73 997 2207
502 380 8375
997 164 1930
952 112 4255
114 537 1094
873 437 3699
302 831 6263
880 54 7485
571 138 6817
263 556 4313
6 21 5363
398 327 4331
461 379 -5549
807 344 2431
822 26 1850
814 65 7770
501 144 -1889
820 20 5985
938 68 8833
862 20 4370
937 139 3547
215 284 9318
703 285 816
900 780 1068
879 55 8803
277 807 8957
374 261 933
886 786 -9100
851 593 5323
407 148 8254
2 174 2104
140 967 124
343 619 2633
230 281 9735
339 61 3638
416 253 -982
531 794 6798
560 781 4112
668 244 15
926 504 7325
260 910 -1504
796 251 6286
411 460 7876
144 428 315
677 283 5443
854 271 7124
117 195 8224
550 344 2849
577 898 5952
218 475 7749
749 408 6798
821 685 7078
374 458 6722
128 555 9873
444 295 2607
348 137 251
134 616 7777
18 725 -8462
633 776 381
878 298 4634
455 922 270
414 350 -970
306 890 9626
54 151 6504
894 814 833
112 761 5018
804 839 1121
101 109 135
813 504 1256
750 883 1219
220 294 304
87 783 7908
105 9 5544
167 333 4895
402 717 3019
240 549 -2258
975 905 5725
55 744 3104
763 823 8525
604 212 699
777 458 554
390 853 9434
639 846 4592
692 869 5617
177 333 781
988 864 48
701 828 469
309 779 1872
738 685 4535
452 378 3074
723 346 337
805 539 7895
79 742 3866
940 423 5220
765 485 844
164 61 2860
499 157 4609
813 881 1668
65 603 2634
856 758 -6537
245 724 134
733 477 348
951 599 1676
271 997 4373
702 254 6153
790 450 113
300 52 4560
715 978 1174
159 773 248
426 880 5503
539 267 2417
137 510 1751
15 196 6451
233 97 -1329
984 12 2273
236 815 1667
933 798 1821
826 315 1356
927 746 1293
818 51 7262
118 127 5944
232 341 8142
658 96 3430
783 480 2551
854 624 5724
539 672 2524
695 511 2921
71 415 7877
500 604 3487
33 400 3383
262 268 6513
270 285 534
282 405 2150
817 260 4471
310 166 8954
4 835 2376
929 454 2573
62 249 1975
812 987 4540
652 622 5516
118 115 4269
410 655 3373
28 312 7491
157 938 4885
149 425 2066
505 706 3395
74 738 -1760
766 360 5099
273 843 -5754
475 930 1338
208 280 -9878
772 620 5910
380 954 7602
586 945 4321
668 977 2582
110 8 2796
267 615 2455
761 612 -8804
858 742 5524
168 735 2875
745 717 3656
291 793 4424
120 445 2028
386 843 8501
251 304 6245
274 636 1374
311 405 8083
13 154 5558
820 249 104
35 811 8825
412 509 8509
736 980 4118
322 692 1986
620 281 2541
130 703 4984
193 84 3679
538 365 4569
919 494 9862
326 464 3045
274 822 6394
143 612 4502
742 294 1682
561 646 3661
313 282 5658
882 339 9548
183 31 3149
957 848 5549
455 627 3847
135 779 6622
694 107 9069
178 856 -4146
736 868 6912
729 213 9102
999 529 631
664 907 8968
697 379 2729
574 112 5459
831 632 5441
27 767 9265
712 462 -1848
281 55 6427
612 704 2068
438 495 7573
589 394 9731
311 442 -5059
335 888 5586
152 684 3004
188 253 6365
479 297 9790
824 791 6511
382 565 8055
762 540 2088
377 976 -6523
856 695 8150
970 441 981
453 479 4339
546 8 1090
973 312 1871
457 933 1844
133 686 4711
567 312 4181
198 489 4667
440 433 5592
727 637 8630
726 256 2086
79 763 3857
744 21 1503
217 626 2460
885 876 9931
259 879 1056
464 488 7400
672 891 9692
267 916 5198
993 589 7479
117 263 3377
730 293 9726
178 523 9564
125 80 3640
996 291 2493
59 387 3005
155 913 2719
752 453 7359
339 695 4481
988 755 -840
317 947 8045
734 448 2800
952 370 2877
82 846 7995
963 663 6274
106 88 4364
211 455 8916
781 569 1706
524 65 4946
396 807 4058
565 301 2519
811 545 1977
864 657 3016
513 419 9638
497 971 562
141 304 9519
583 405 8703
503 549 525
688 236 5282
937 772 4671
165 253 5910
103 894 4567
713 426 7592
623 538 861
446 515 2743
679 189 1214
489 293 9994
793 679 7443
256 408 7350
54 428 7667
687 478 -2188
767 429 1379
41 639 -1994
625 476 8616
158 531 4155
846 24 9327
279 977 4490
869 737 5470
672 253 9972
488 114 1624
278 817 4519
159 747 8283
342 857 6524
20 904 6774
226 277 2438
969 240 4012
877 698 4169
46 338 5215
42 80 7577
417 87 8724
440 331 9959
423 962 7375
655 764 9566
769 833 7179
139 70 5228
474 603 8317
559 830 8728
124 172 550
807 420 -1508
754 75 8262
226 953 658
717 186 1692
654 358 6732
179 226 3845
16 776 6779
239 295 1146
750 616 1806
58 289 6088
804 448 1072
303 275 4978
795 166 5945
544 609 2379
660 997 -7805
718 542 6278
546 737 -8268
575 270 8557
862 128 91
824 229 498
60 815 5591
514 498 676
350 884 8184
360 377 4305
16 840 9688
221 650 -2924
685 992 2829
485 14 3988
916 864 1955
542 713 9915
641 707 8839
724 146 2082
910 256 6700
464 31 -6709
366 555 1019
184 61 8235
814 182 398
252 624 5484
958 875 4493
923 773 6205
316 566 8189
291 328 6471
754 466 2479
845 45 9608
590 802 -669
831 137 1587
173 679 3590
643 673 3303
508 698 6770
614 229 5974
351 587 523
725 163 440
244 405 4892
517 904 -8742
904 406 9513
604 632 5915
535 744 3726
624 948 6138
31 637 4687
236 326 8856
634 89 5707
518 155 4866
982 93 3764
790 396 6080
176 243 2429
449 587 9696
620 314 -1659
735 855 -9846
554 443 9127
565 731 5427
17 704 8725
104 628 6204
243 525 3237
366 244 9669
932 860 4547
78 130 4817
